,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,unnamed_0,unnamed_0.1,unique_key,created_date,closed_date,location_type,incident_zip,incident_address,street_name,address_type,city,landmark,status,due_date,resolution_action_updated_date,community_board,borough,x_coordinate_(state_plane),y_coordinate_(state_plane),park_borough,latitude,longitude,days_open
435,435,435,435,435,5044,46871965,2020-07-15T20:51:13,,1-2 Family Dwelling,10305.0,90 OCEANSIDE AVENUE,OCEANSIDE AVENUE,,STATEN ISLAND,OCEANSIDE AVENUE,In Progress,,,02 STATEN ISLAND,STATEN ISLAND,965561.0,154795.0,STATEN ISLAND,40.591533,-74.06729150000002,
436,436,436,436,436,5062,46869506,2020-07-15T09:32:59,,3+ Family Apt. Building,10014.0,222 WEST 10 STREET,WEST 10 STREET,,NEW YORK,WEST 10 STREET,In Progress,,,02 MANHATTAN,MANHATTAN,982875.0,206671.0,MANHATTAN,40.7339407,-74.0049614,
437,437,437,437,437,5079,46864173,2020-07-15T14:41:45,,Catch Basin/Sewer,10014.0,377 WEST 11 STREET,WEST 11 STREET,,NEW YORK,WEST 11 STREET,In Progress,,,02 MANHATTAN,MANHATTAN,981585.0,207186.0,MANHATTAN,40.7353539,-74.00961629999998,
438,438,438,438,438,5124,46854804,2020-07-14T09:10:48,,Other (Explain Below),10011.0,402 WEST 22 STREET,WEST 22 STREET,,NEW YORK,WEST 22 STREET,In Progress,,,04 MANHATTAN,MANHATTAN,983679.0,211036.0,MANHATTAN,40.7459216,-74.0020607,
439,439,439,439,439,5130,46854204,2020-07-14T23:06:48,,3+ Family Apt. Building,11220.0,5015 4 AVENUE,4 AVENUE,,BROOKLYN,4 AVENUE,In Progress,,,07 BROOKLYN,BROOKLYN,980722.0,174750.0,BROOKLYN,40.6463243,-74.01271329999999,
440,440,440,440,440,5134,46890263,2020-07-17T16:49:29,,1-2 Family Dwelling,10301.0,17 PINE STREET,PINE STREET,,STATEN ISLAND,PINE STREET,In Progress,,,01 STATEN ISLAND,STATEN ISLAND,959779.0,171209.0,STATEN ISLAND,40.6365719,-74.0881696,
441,441,441,441,441,5144,46888056,2020-07-17T06:00:35,,3+ Family Apt. Building,11219.0,976 54 STREET,54 STREET,,BROOKLYN,54 STREET,In Progress,,,12 BROOKLYN,BROOKLYN,983616.0,171206.0,BROOKLYN,40.6365974,-74.0022843,
442,442,442,442,442,5149,46886487,2020-07-17T15:00:18,,3+ Family Apt. Building,10014.0,10 CHRISTOPHER STREET,CHRISTOPHER STREET,,NEW YORK,CHRISTOPHER STREET,In Progress,,,02 MANHATTAN,MANHATTAN,984179.0,206595.0,MANHATTAN,40.73373220000001,-74.00025620000002,
443,443,443,443,443,5158,46884395,2020-07-17T00:35:07,,Other (Explain Below),10001.0,9 AVENUE,9 AVENUE,,,,In Progress,,,04 MANHATTAN,MANHATTAN,984015.0,211482.0,MANHATTAN,40.7471458,-74.00084809999998,
444,444,444,444,444,5165,46881814,2020-07-16T23:05:00,,1-2 Family Dwelling,10308.0,400 DURANT AVENUE,DURANT AVENUE,,STATEN ISLAND,DURANT AVENUE,In Progress,,,03 STATEN ISLAND,STATEN ISLAND,945607.0,140170.0,STATEN ISLAND,40.55132570000001,-74.1390541,
445,445,445,445,445,5174,46879239,2020-07-16T15:55:24,,3+ Family Apt. Building,10301.0,28 KINGSLEY PLACE,KINGSLEY PLACE,,STATEN ISLAND,KINGSLEY PLACE,In Progress,,,01 STATEN ISLAND,STATEN ISLAND,959654.0,170881.0,STATEN ISLAND,40.6356713,-74.08861879999998,
446,446,446,446,446,5191,46874960,2020-07-16T10:08:26,,1-2 Family Dwelling,11228.0,1111 SHORE PARKWAY,SHORE PARKWAY,,BROOKLYN,SHORE PARKWAY,In Progress,,,11 BROOKLYN,BROOKLYN,980122.0,158929.0,BROOKLYN,40.6028987,-74.0148658,
447,447,447,447,447,5196,46853656,2020-07-14T15:42:02,,1-2 Family Dwelling,10303.0,FOREST AVENUE,FOREST AVENUE,,,,In Progress,,,01 STATEN ISLAND,STATEN ISLAND,940440.0,167464.0,STATEN ISLAND,40.6262181,-74.1578241,
448,448,448,448,448,5211,46851048,2020-07-13T20:48:14,,3+ Family Apt. Building,10011.0,255 WEST 14 STREET,WEST 14 STREET,,NEW YORK,WEST 14 STREET,In Progress,,,04 MANHATTAN,MANHATTAN,983918.0,208588.0,MANHATTAN,40.73920250000001,-74.001198,
449,449,449,449,449,5217,46850131,2020-07-13T09:44:28,,1-2 Family Dwelling,10310.0,815 DELAFIELD AVENUE,DELAFIELD AVENUE,,STATEN ISLAND,DELAFIELD AVENUE,In Progress,,,01 STATEN ISLAND,STATEN ISLAND,949342.0,168169.0,STATEN ISLAND,40.6281928,-74.12575859999998,
450,450,450,450,450,5220,46848672,2020-07-13T20:39:50,,3+ Family Apt. Building,10011.0,406 WEST 22 STREET,WEST 22 STREET,,NEW YORK,WEST 22 STREET,In Progress,,,04 MANHATTAN,MANHATTAN,983653.0,211050.0,MANHATTAN,40.74596,-74.0021545,
451,451,451,451,451,5222,46848478,2020-07-13T15:43:19,,3+ Family Apt. Building,11219.0,6732 13 AVENUE,13 AVENUE,,BROOKLYN,13 AVENUE,In Progress,,,10 BROOKLYN,BROOKLYN,983413.0,166821.0,BROOKLYN,40.6245615,-74.00301520000002,
452,452,452,452,452,5239,46835424,2020-07-12T23:45:29,,1-2 Family Dwelling,10303.0,168 CONTINENTAL PLACE,CONTINENTAL PLACE,,STATEN ISLAND,CONTINENTAL PLACE,In Progress,,,01 STATEN ISLAND,STATEN ISLAND,939214.0,168922.0,STATEN ISLAND,40.6302139,-74.1622504,
453,453,453,453,453,5267,46360425,2020-06-01T08:46:02,,Other (Explain Below),10302.0,57 HOOKER PLACE,HOOKER PLACE,,STATEN ISLAND,HOOKER PLACE,In Progress,,,01 STATEN ISLAND,STATEN ISLAND,944911.0,169219.0,STATEN ISLAND,40.6310562,-74.1417277,
454,454,454,454,454,5317,42736142,2019-05-21T09:32:38,2019-08-29T07:40:45,Vacant Building,10312.0,107 BOULDER STREET,BOULDER STREET,ADDRESS,STATEN ISLAND,,Closed,06-20-2019 10:32:38 AM,05-21-2019 02:38:59 PM,03 STATEN ISLAND,STATEN ISLAND,929507.0,138449.0,STATEN ISLAND,40.5465171,-74.1969747,99.0
455,455,455,455,455,5320,42749256,2019-05-22T17:38:06,2019-08-29T07:40:43,Parking Lot/Garage,10312.0,3830 RICHMOND AVENUE,RICHMOND AVENUE,ADDRESS,STATEN ISLAND,,Closed,06-21-2019 06:38:06 PM,05-22-2019 10:47:35 PM,03 STATEN ISLAND,STATEN ISLAND,938240.0,137803.0,STATEN ISLAND,40.5447936,-74.1655476,99.0
461,461,461,461,461,5352,42513238,2019-04-30T16:14:21,2019-08-29T07:17:04,1-2 Family Dwelling,10303.0,32 LOCKMAN AVENUE,LOCKMAN AVENUE,LATLONG,STATEN ISLAND,,Closed,05-30-2019 05:14:21 PM,04-30-2019 09:19:20 PM,01 STATEN ISLAND,STATEN ISLAND,939369.0,171305.0,STATEN ISLAND,40.6367582,-74.1617079,121.0
465,465,465,465,465,5377,44399482,2019-11-05T18:21:08,2019-11-14T08:01:22,Commercial Building,10014.0,556 HUDSON STREET,HUDSON STREET,ADDRESS,NEW YORK,HUDSON STREET,Closed,,,02 MANHATTAN,MANHATTAN,982579.0,207178.0,MANHATTAN,40.7353322,-74.00602959999998,9.0
466,466,466,466,466,5380,43004244,2019-06-18T13:25:01,2019-08-29T10:03:43,1-2 Family Dwelling,10305.0,306 CROMWELL AVENUE,CROMWELL AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-18-2019 02:25:01 PM,06-18-2019 06:32:53 PM,02 STATEN ISLAND,STATEN ISLAND,958737.0,153517.0,STATEN ISLAND,40.5880081,-74.0918571,72.0
467,467,467,467,467,5383,15758224,2010-01-19T16:15:05,,3+ Family Mixed Use Building,10305.0,,,INTERSECTION,STATEN ISLAND,,Pending,02-18-2010 05:15:05 PM,01-19-2010 05:25:20 PM,02 STATEN ISLAND,STATEN ISLAND,966133.0,157313.0,STATEN ISLAND,40.5984455,-74.0652387,
469,469,469,469,469,5396,43412793,2019-07-29T10:42:02,2019-10-24T21:01:32,1-2 Family Dwelling,10312.0,157 CROSSFIELD AVENUE,CROSSFIELD AVENUE,ADDRESS,STATEN ISLAND,CROSSFIELD AVENUE,Closed,,10-21-2019 12:19:19 PM,03 STATEN ISLAND,STATEN ISLAND,935476.0,142794.0,STATEN ISLAND,40.5584781,-74.17552859999998,86.0
470,470,470,470,470,5398,43137293,2019-06-27T06:50:57,2019-08-29T23:18:08,3+ Family Apt. Building,10312.0,11 ANDREA COURT,ANDREA COURT,ADDRESS,STATEN ISLAND,,Closed,07-27-2019 07:50:57 AM,06-27-2019 11:57:05 AM,03 STATEN ISLAND,STATEN ISLAND,937014.0,143116.0,STATEN ISLAND,40.5593703,-74.1699959,63.0
471,471,471,471,471,5408,44921008,2019-11-13T14:06:58,2019-11-15T15:32:45,Commercial Building,10012.0,76 WOOSTER STREET,WOOSTER STREET,ADDRESS,NEW YORK,WOOSTER STREET,Closed,,11-15-2019 04:32:45 PM,02 MANHATTAN,MANHATTAN,983807.0,202900.0,MANHATTAN,40.7235903,-74.0015982,2.0
472,472,472,472,472,5412,42254390,2019-04-18T11:00:00,2019-04-18T11:00:00,1-2 Family Dwelling,10013.0,481 GREENWICH STREET,GREENWICH STREET,LATLONG,NEW YORK,,Closed,05-18-2019 06:25:12 PM,04-18-2019 06:27:36 PM,Unspecified MANHATTAN,MANHATTAN,981757.0,203383.0,MANHATTAN,40.7249184,-74.0089942,0.0
473,473,473,473,473,5415,44127428,2019-10-23T18:12:26,2019-10-31T13:01:19,3+ Family Apartment Building,11219.0,976 54 STREET,54 STREET,ADDRESS,BROOKLYN,54 STREET,Closed,,,12 BROOKLYN,BROOKLYN,983616.0,171206.0,BROOKLYN,40.6365974,-74.0022843,7.0
474,474,474,474,474,5430,46532937,2020-06-18T01:53:01,,Other (Explain Below),11232.0,314 42 STREET,42 STREET,,BROOKLYN,42 STREET,In Progress,,,07 BROOKLYN,BROOKLYN,981664.0,176740.0,BROOKLYN,40.6517867,-74.00931949999998,
475,475,475,475,475,5434,45852175,2020-03-18T18:53:26,,1-2 Family Dwelling,10302.0,26 HATFIELD PLACE,HATFIELD PLACE,,STATEN ISLAND,HATFIELD PLACE,In Progress,,,01 STATEN ISLAND,STATEN ISLAND,946545.0,169584.0,STATEN ISLAND,40.6320652,-74.1358429,
476,476,476,476,476,5437,16392775,2010-04-07T10:48:45,,1-2 Family Dwelling,10306.0,295 POULTNEY STREET,POULTNEY STREET,ADDRESS,STATEN ISLAND,,Pending,05-07-2010 11:48:45 AM,04-07-2010 11:54:42 AM,02 STATEN ISLAND,STATEN ISLAND,956087.0,148189.0,STATEN ISLAND,40.5733758,-74.101376,
477,477,477,477,477,5453,44940362,2019-11-15T05:28:22,2019-11-27T10:54:40,1-2 Family Dwelling,10314.0,359 COLLEGE AVENUE,COLLEGE AVENUE,ADDRESS,STATEN ISLAND,COLLEGE AVENUE,Closed,,11-27-2019 11:54:40 AM,01 STATEN ISLAND,STATEN ISLAND,947434.0,165577.0,STATEN ISLAND,40.6210706,-74.1326182,12.0
478,478,478,478,478,5460,46546057,2020-06-19T19:49:20,,3+ Family Apt. Building,10011.0,339 WEST 20 STREET,WEST 20 STREET,,NEW YORK,WEST 20 STREET,In Progress,,,04 MANHATTAN,MANHATTAN,983962.0,210312.0,MANHATTAN,40.7439344,-74.00103929999999,
479,479,479,479,479,5468,44895831,2019-11-10T10:29:04,2019-11-19T10:02:05,Street Area,10306.0,318 BOUNDARY AVENUE,BOUNDARY AVENUE,ADDRESS,STATEN ISLAND,BOUNDARY AVENUE,Closed,,,02 STATEN ISLAND,STATEN ISLAND,955346.0,148432.0,STATEN ISLAND,40.5740404,-74.1040443,8.0
480,480,480,480,480,5470,44898476,2019-11-10T16:26:16,2019-11-19T10:02:14,1-2 Family Dwelling,10306.0,312 BOUNDARY AVENUE,BOUNDARY AVENUE,ADDRESS,STATEN ISLAND,BOUNDARY AVENUE,Closed,,,02 STATEN ISLAND,STATEN ISLAND,955366.0,148460.0,STATEN ISLAND,40.5741173,-74.1039725,9.0
481,481,481,481,481,5475,44903379,2019-11-11T10:40:12,2019-11-19T10:01:38,1-2 Family Mixed Use Building,10310.0,735 DELAFIELD AVENUE,DELAFIELD AVENUE,ADDRESS,STATEN ISLAND,DELAFIELD AVENUE,Closed,,,01 STATEN ISLAND,STATEN ISLAND,950104.0,168577.0,STATEN ISLAND,40.6293156,-74.12301550000002,7.0
482,482,482,482,482,5478,16598747,2010-05-06T19:36:15,,Vacant Lot,10301.0,178 OCEAN TERRACE,OCEAN TERRACE,ADDRESS,STATEN ISLAND,,Pending,06-05-2010 08:36:15 PM,05-06-2010 08:41:45 PM,02 STATEN ISLAND,STATEN ISLAND,952537.0,158794.0,STATEN ISLAND,40.6024724,-74.1142044,
483,483,483,483,483,5481,45857293,2020-03-19T08:26:36,,1-2 Family Dwelling,10308.0,22 ABINGDON COURT,ABINGDON COURT,,STATEN ISLAND,ABINGDON COURT,In Progress,,,03 STATEN ISLAND,STATEN ISLAND,939501.0,143660.0,STATEN ISLAND,40.5608764,-74.16104909999999,
484,484,484,484,484,5502,46474536,2020-06-14T08:44:56,2020-06-14T08:44:56,3+ Family Apt. Building,11231.0,671 HENRY STREET,HENRY STREET,ADDRESS,BROOKLYN,HENRY STREET,Closed,,06-14-2020 09:44:56 AM,06 BROOKLYN,BROOKLYN,983677.0,186508.0,BROOKLYN,40.6785981,-74.0020658,0.0
485,485,485,485,485,5513,46483711,2020-06-14T12:08:00,2020-06-14T12:08:00,Vacant Lot,10312.0,19 KINGDOM AVENUE,KINGDOM AVENUE,ADDRESS,STATEN ISLAND,KINGDOM AVENUE,Closed,,06-14-2020 01:08:00 PM,03 STATEN ISLAND,STATEN ISLAND,931466.0,133251.0,STATEN ISLAND,40.5322615,-74.18988540000002,0.0
486,486,486,486,486,5515,16600806,2010-05-06T08:35:29,,1-2 Family Dwelling,10306.0,24 JACQUES AVENUE,JACQUES AVENUE,ADDRESS,STATEN ISLAND,,Pending,06-05-2010 09:35:29 AM,05-06-2010 09:43:25 AM,02 STATEN ISLAND,STATEN ISLAND,952384.0,148410.0,STATEN ISLAND,40.5739698,-74.1147064,
487,487,487,487,487,5519,46558129,2020-06-20T03:36:57,,3+ Family Mixed Use Building,10014.0,235 WEST 4 STREET,WEST 4 STREET,,NEW YORK,WEST4 STREET,In Progress,,,02 MANHATTAN,MANHATTAN,983418.0,206841.0,MANHATTAN,40.7344073,-74.00300209999997,
488,488,488,488,488,5541,43141569,2019-06-28T13:58:58,2019-10-03T15:13:31,1-2 Family Dwelling,10310.0,179 PELTON AVENUE,PELTON AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-28-2019 02:58:58 PM,06-28-2019 07:09:01 PM,01 STATEN ISLAND,STATEN ISLAND,953440.0,172047.0,STATEN ISLAND,40.6388522,-74.111013,97.0
489,489,489,489,489,5554,46459878,2020-06-12T07:33:49,2020-06-12T07:33:49,Construction Site,11231.0,90 LUQUER STREET,LUQUER STREET,ADDRESS,BROOKLYN,LUQUER STREET,Closed,,06-12-2020 08:33:49 AM,06 BROOKLYN,BROOKLYN,983828.0,186287.0,BROOKLYN,40.6779915,-74.0015214,0.0
490,490,490,490,490,5555,46460343,2020-06-12T09:30:14,2020-06-12T09:30:14,3+ Family Apt. Building,10014.0,2 HORATIO STREET,HORATIO STREET,ADDRESS,NEW YORK,HORATIO STREET,Closed,,06-12-2020 10:30:14 AM,02 MANHATTAN,MANHATTAN,983556.0,208424.0,MANHATTAN,40.7387523,-74.0025043,0.0
491,491,491,491,491,5564,44955633,2019-11-18T17:52:18,2019-11-18T17:52:18,3+ Family Mixed Use Building,10012.0,109 THOMPSON STREET,THOMPSON STREET,ADDRESS,NEW YORK,THOMPSON STREET,Closed,,11-18-2019 06:52:18 PM,02 MANHATTAN,MANHATTAN,983713.0,203676.0,MANHATTAN,40.72572020000001,-74.0019374,0.0
492,492,492,492,492,5565,44965634,2019-11-19T16:21:11,2019-11-25T14:43:32,3+ Family Apartment Building,11219.0,980 54 STREET,54 STREET,ADDRESS,BROOKLYN,54 STREET,Closed,,,12 BROOKLYN,BROOKLYN,983633.0,171193.0,BROOKLYN,40.6365618,-74.0022231,5.0
493,493,493,493,493,5568,44148010,2019-10-25T23:53:50,2019-11-06T08:01:42,1-2 Family Dwelling,10011.0,400 WEST 22 STREET,WEST 22 STREET,ADDRESS,NEW YORK,WEST 22 STREET,Closed,,,04 MANHATTAN,MANHATTAN,983692.0,211029.0,MANHATTAN,40.7459024,-74.00201379999999,11.0
494,494,494,494,494,5589,44971994,2019-11-19T15:28:30,,1-2 Family Dwelling,10301.0,72 HEWITT AVENUE,HEWITT AVENUE,,STATEN ISLAND,HEWITT AVENUE,In Progress,,,02 STATEN ISLAND,STATEN ISLAND,956565.0,160862.0,STATEN ISLAND,40.6081621,-74.09970729999998,
495,495,495,495,495,5605,45872776,2020-03-21T15:59:51,2020-03-21T15:59:51,Construction Site,10013.0,111 WORTH STREET,WORTH STREET,ADDRESS,NEW YORK,WORTH STREET,Closed,,03-21-2020 04:59:51 PM,01 MANHATTAN,MANHATTAN,983269.0,200072.0,MANHATTAN,40.7158281,-74.00353879999999,0.0
496,496,496,496,496,5628,16667974,2010-05-16T14:28:51,,3+ Family Apt. Building,10303.0,492 LISK AVENUE,LISK AVENUE,ADDRESS,STATEN ISLAND,,Pending,06-15-2010 03:28:51 PM,05-16-2010 03:39:09 PM,01 STATEN ISLAND,STATEN ISLAND,938198.0,166251.0,STATEN ISLAND,40.6228773,-74.1658925,
497,497,497,497,497,5629,16668599,2010-05-16T13:53:53,,1-2 Family Dwelling,10301.0,187 YORK AVENUE,YORK AVENUE,ADDRESS,STATEN ISLAND,,Pending,06-15-2010 02:53:53 PM,05-16-2010 03:03:38 PM,01 STATEN ISLAND,STATEN ISLAND,959900.0,173081.0,STATEN ISLAND,40.6417105,-74.08774040000002,
498,498,498,498,498,5632,16705270,2010-05-22T00:40:27,,Commercial Building,10014.0,66 CHARLTON STREET,CHARLTON STREET,ADDRESS,NEW YORK,,Pending,06-21-2010 01:40:27 AM,05-22-2010 01:49:13 AM,02 MANHATTAN,MANHATTAN,982547.0,204217.0,MANHATTAN,40.727205,-74.0061443,
500,500,500,500,500,5668,45875910,2020-03-22T22:35:55,2020-03-22T22:35:55,Commercial Building,11232.0,314 42 STREET,42 STREET,ADDRESS,BROOKLYN,42 STREET,Closed,,03-22-2020 11:35:55 PM,07 BROOKLYN,BROOKLYN,981664.0,176740.0,BROOKLYN,40.6517867,-74.00931949999998,0.0
502,502,502,502,502,5673,45869400,2020-03-20T06:59:04,2020-03-20T06:59:04,1-2 Family Dwelling,10310.0,65 NORTH BURGHER AVENUE,NORTH BURGHER AVENUE,ADDRESS,STATEN ISLAND,NORTH BURGHER AVENUE,Closed,,03-20-2020 07:59:04 AM,01 STATEN ISLAND,STATEN ISLAND,952209.0,172387.0,STATEN ISLAND,40.6397811,-74.11545009999998,0.0
565,565,565,565,565,5771,16820341,2010-06-08T14:31:25,,1-2 Family Dwelling,10312.0,36 SMYRNA AVENUE,SMYRNA AVENUE,ADDRESS,STATEN ISLAND,,Pending,07-08-2010 03:31:25 PM,06-08-2010 03:40:46 PM,03 STATEN ISLAND,STATEN ISLAND,934421.0,140419.0,STATEN ISLAND,40.5519534,-74.1793078,
566,566,566,566,566,5772,16820388,2010-06-08T10:31:52,,3+ Family Apt. Building,10013.0,7 HUBERT STREET,HUBERT STREET,ADDRESS,NEW YORK,,Pending,07-08-2010 11:31:52 AM,06-08-2010 11:38:41 AM,01 MANHATTAN,MANHATTAN,981780.0,202090.0,MANHATTAN,40.7213667,-74.0089108,
567,567,567,567,567,5778,16821047,2010-06-08T18:19:56,,1-2 Family Dwelling,10306.0,43 JEFFERSON AVENUE,JEFFERSON AVENUE,ADDRESS,STATEN ISLAND,,Pending,07-08-2010 07:19:56 PM,06-08-2010 07:26:40 PM,02 STATEN ISLAND,STATEN ISLAND,955324.0,152485.0,STATEN ISLAND,40.585165,-74.1041409,
568,568,568,568,568,5782,16822247,2010-06-08T23:01:24,,Vacant Lot,10307.0,231 SWINNERTON STREET,SWINNERTON STREET,ADDRESS,STATEN ISLAND,,Pending,07-08-2010 12:01:24 PM,06-08-2010 12:06:39 PM,03 STATEN ISLAND,STATEN ISLAND,915903.0,122644.0,STATEN ISLAND,40.5030411,-74.24576440000001,
569,569,569,569,569,5796,46565861,2020-06-20T20:59:53,,3+ Family Apt. Building,10001.0,446 WEST 26 STREET,WEST 26 STREET,,NEW YORK,WEST 26 STREET,In Progress,,,04 MANHATTAN,MANHATTAN,983697.0,212249.0,MANHATTAN,40.749251,-74.0019958,
570,570,570,570,570,5797,40585302,2018-10-18T11:00:00,2018-10-23T11:00:00,Other (Explain Below),11214.0,BAY 28 STREET,BAY 28 STREET,LATLONG,BROOKLYN,,Closed,11-17-2018 12:16:28 PM,10-23-2018 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,984240.0,157249.0,BROOKLYN,40.5982911,-74.000036,5.0
572,572,572,572,572,5806,16844150,2010-06-11T16:59:53,,Vacant Lot,10305.0,,,INTERSECTION,STATEN ISLAND,,Pending,07-11-2010 05:59:53 PM,06-11-2010 06:07:10 PM,02 STATEN ISLAND,STATEN ISLAND,960945.0,157305.0,STATEN ISLAND,40.5984115,-74.08392049999998,
573,573,573,573,573,5815,16866153,2010-06-15T09:18:40,,Catch Basin/Sewer,11228.0,,,INTERSECTION,BROOKLYN,,Pending,07-15-2010 10:18:40 AM,06-15-2010 10:35:05 AM,10 BROOKLYN,BROOKLYN,980965.0,166239.0,BROOKLYN,40.6229635,-74.0118335,
574,574,574,574,574,5836,44156868,2019-10-26T23:14:32,2019-10-29T09:01:40,1-2 Family Dwelling,10312.0,SHOTWELL AVENUE,SHOTWELL AVENUE,INTERSECTION,STATEN ISLAND,,Closed,,,03 STATEN ISLAND,STATEN ISLAND,933652.0,141989.0,STATEN ISLAND,40.5562584,-74.18208680000002,2.0
575,575,575,575,575,5845,16902159,2010-06-20T07:55:36,,1-2 Family Dwelling,10310.0,212 MORRISON AVENUE,MORRISON AVENUE,ADDRESS,STATEN ISLAND,,Pending,07-20-2010 08:55:36 AM,06-20-2010 09:03:39 AM,01 STATEN ISLAND,STATEN ISLAND,952681.0,168273.0,STATEN ISLAND,40.6284908,-74.1137301,
576,576,576,576,576,5852,16903092,2010-06-20T14:15:54,,1-2 Family Dwelling,10306.0,16 MAPLETON AVENUE,MAPLETON AVENUE,ADDRESS,STATEN ISLAND,,Pending,07-20-2010 03:15:54 PM,06-20-2010 03:24:54 PM,02 STATEN ISLAND,STATEN ISLAND,958473.0,148613.0,STATEN ISLAND,40.5745468,-74.0927889,
577,577,577,577,577,5859,45886510,2020-03-24T21:24:52,,3+ Family Apt. Building,10011.0,311 WEST 21 STREET,WEST 21 STREET,,NEW YORK,WEST 21 STREET,In Progress,,,04 MANHATTAN,MANHATTAN,984239.0,210437.0,MANHATTAN,40.7442775,-74.0000397,
578,578,578,578,578,5862,45886521,2020-03-24T20:04:53,,3+ Family Apt. Building,10012.0,85 SULLIVAN STREET,SULLIVAN STREET,,NEW YORK,SULLIVAN STREET,In Progress,,,02 MANHATTAN,MANHATTAN,983244.0,203390.0,MANHATTAN,40.7249352,-74.00362940000002,
579,579,579,579,579,5897,16925970,2010-06-23T07:42:47,,1-2 Family Dwelling,10312.0,417 BARTLETT AVENUE,BARTLETT AVENUE,ADDRESS,STATEN ISLAND,,Pending,07-23-2010 08:42:47 AM,06-23-2010 08:51:39 AM,03 STATEN ISLAND,STATEN ISLAND,937472.0,142789.0,STATEN ISLAND,40.5584752,-74.1683453,
580,580,580,580,580,5898,16925983,2010-06-23T09:17:19,,Other (Explain Below),10306.0,146 HULL AVENUE,HULL AVENUE,ADDRESS,STATEN ISLAND,,Pending,07-23-2010 10:17:19 AM,06-23-2010 10:29:14 AM,02 STATEN ISLAND,STATEN ISLAND,955901.0,151605.0,STATEN ISLAND,40.5827514,-74.1020598,
581,581,581,581,581,5901,46511592,2020-06-17T13:01:59,,1-2 Family Dwelling,10312.0,65 BENSON STREET,BENSON STREET,,STATEN ISLAND,BENSON STREET,In Progress,,,03 STATEN ISLAND,STATEN ISLAND,933770.0,145115.0,STATEN ISLAND,40.5648393,-74.1816855,
582,582,582,582,582,5907,16934623,2010-06-24T07:46:15,,1-2 Family Dwelling,10305.0,25 MCCLEAN AVENUE,MCCLEAN AVENUE,ADDRESS,STATEN ISLAND,,Pending,07-24-2010 08:46:15 AM,06-24-2010 08:57:16 AM,02 STATEN ISLAND,STATEN ISLAND,966923.0,157658.0,STATEN ISLAND,40.5993941,-74.06239479999998,
583,583,583,583,583,5909,16935147,2010-06-24T02:03:47,,3+ Family Apt. Building,11231.0,74 NELSON STREET,NELSON STREET,ADDRESS,BROOKLYN,,Pending,07-24-2010 03:03:47 AM,06-24-2010 03:13:31 AM,06 BROOKLYN,BROOKLYN,983274.0,186222.0,BROOKLYN,40.677813,-74.0035187,
584,584,584,584,584,5913,43812632,2019-09-17T04:48:40,2019-10-29T09:01:20,Commercial Building,10314.0,2216 VICTORY BOULEVARD,VICTORY BOULEVARD,ADDRESS,STATEN ISLAND,VICTORY BOULEVARD,Closed,,,01 STATEN ISLAND,STATEN ISLAND,946124.0,162287.0,STATEN ISLAND,40.6120347,-74.1373185,42.0
585,585,585,585,585,5916,44132158,2019-10-23T16:45:30,2019-10-29T09:01:11,1-2 Family Dwelling,10004.0,26 BEAVER STREET,BEAVER STREET,ADDRESS,NEW YORK,BEAVER STREET,Closed,,,01 MANHATTAN,MANHATTAN,980950.0,196112.0,MANHATTAN,40.70495820000001,-74.0119022,6.0
586,586,586,586,586,5928,45000529,2019-11-23T09:17:54,2019-11-26T08:01:12,3+ Family Mixed Use Building,10012.0,156 SULLIVAN STREET,SULLIVAN STREET,ADDRESS,NEW YORK,SULLIVAN STREET,Closed,,,02 MANHATTAN,MANHATTAN,983780.0,204253.0,MANHATTAN,40.7273039,-74.0016957,2.0
783,783,783,783,783,6144,17559771,2010-07-01T11:00:00,2010-07-21T11:00:00,Vacant Lot,10038.0,,,INTERSECTION,NEW YORK,,Closed,07-31-2010 09:39:03 PM,07-26-2010 12:00:00 AM,01 MANHATTAN,MANHATTAN,982698.0,198093.0,MANHATTAN,40.7103961,-74.00559809999999,20.0
785,785,785,785,785,6155,17565531,2010-07-02T11:00:00,2010-07-14T11:00:00,Vacant Lot,10309.0,BRADFORD AVENUE,BRADFORD AVENUE,BLOCKFACE,STATEN ISLAND,,Closed,08-01-2010 09:17:29 AM,07-15-2010 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,927042.0,132517.0,STATEN ISLAND,40.53021939999999,-74.205794,12.0
791,791,791,791,791,6166,17566314,2010-07-02T11:00:00,2010-07-02T11:00:00,Vacant Building,10307.0,404 MANHATTAN STREET,MANHATTAN STREET,ADDRESS,STATEN ISLAND,,Closed,08-01-2010 10:11:00 AM,04-21-2011 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,917198.0,121690.0,STATEN ISLAND,40.5004324,-74.2410984,0.0
793,793,793,793,793,6173,17566614,2010-07-02T11:00:00,2010-07-08T11:00:00,1-2 Family Dwelling,10308.0,110 TANGLEWOOD DRIVE,TANGLEWOOD DRIVE,ADDRESS,STATEN ISLAND,,Closed,08-01-2010 09:01:14 AM,07-09-2010 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,942533.0,145395.0,STATEN ISLAND,40.5656534,-74.15014790000002,6.0
